"unique_key","created_date","closed_date","agency","agency_name","complaint_type","descriptor","location_type","incident_zip","incident_address","street_name","cross_street_1","cross_street_2","intersection_street_1","intersection_street_2","address_type","city","landmark","facility_type","status","due_date","resolution_description","resolution_action_updated_date","community_board","bbl","borough","x_coordinate_state_plane","y_coordinate_state_plane","open_data_channel_type","park_facility_name","park_borough","vehicle_type","taxi_company_borough","taxi_pick_up_location","bridge_highway_name","bridge_highway_direction","road_ramp","bridge_highway_segment","latitude","longitude","location"
"66455314","2025-10-13T00:29:01.000","2025-10-13T00:56:13.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:32.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66458875","2025-10-13T00:28:51.000","2025-10-13T00:56:18.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:27.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66456093","2025-10-13T00:28:35.000","2025-10-13T01:41:04.000","NYPD","New York City Police Department","Illegal Parking","Posted Parking Sign Violation","Street/Sidewalk","11237","HIMROD STREET","HIMROD STREET","HIMROD STREET","WYCKOFF AVENUE","HIMROD STREET","WYCKOFF AVENUE","INTERSECTION",,,,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T01:41:10.000","04 BROOKLYN",,"BROOKLYN","1007249","195392","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.702952781263065","-73.91705152391964","
,  
(40.702952781263065, -73.91705152391964)"
"66459261","2025-10-13T00:28:25.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11214","2337 85 STREET","85 STREET","23 AVENUE","24 AVENUE","23 AVENUE","24 AVENUE","ADDRESS","BROOKLYN","85 STREET",,"In Progress",,,"2025-10-13T01:58:33.000","11 BROOKLYN","3068550063","BROOKLYN","987008","158109","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60064853448842","-73.99006820608484","
,  
(40.60064853448842, -73.99006820608484)"
"66456571","2025-10-13T00:28:20.000","2025-10-13T01:08:39.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11416","97-40 86 STREET","86 STREET","ROCKAWAY BOULEVARD","101 AVENUE","ROCKAWAY BOULEVARD","101 AVENUE","ADDRESS","OZONE PARK","86 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T01:08:43.000","09 QUEENS","4090570038","QUEENS","1024720","188121","MOBILE","Unspecified","QUEENS",,,,,,,,"40.6829329389754","-73.85408417428422","
,  
(40.6829329389754, -73.85408417428422)"
"66454565","2025-10-13T00:27:39.000",,"NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11210","3222 AVENUE K","AVENUE K","EAST   32 STREET","NEW YORK AVENUE","EAST   32 STREET","NEW YORK AVENUE","ADDRESS","BROOKLYN","AVENUE K",,"In Progress",,,,"18 BROOKLYN","3076320050","BROOKLYN","999736","166847","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.62461943770809","-73.94421355729462","
,  
(40.62461943770809, -73.94421355729462)"
"66456572","2025-10-13T00:27:37.000","2025-10-13T00:55:48.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:55:58.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66457714","2025-10-13T00:27:23.000","2025-10-13T00:55:58.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:08.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66456942","2025-10-13T00:27:16.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11223","118 AVENUE V","AVENUE V","WEST    9 STREET","WEST    8 STREET","WEST    9 STREET","WEST    8 STREET","ADDRESS","BROOKLYN","AVENUE V",,"In Progress",,,,"15 BROOKLYN","3071420003","BROOKLYN","989889","155721","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.59409259198446","-73.97969547221419","
,  
(40.59409259198446, -73.97969547221419)"
"66460124","2025-10-13T00:27:07.000","2025-10-13T01:49:27.000","NYPD","New York City Police Department","Noise - Residential","Loud Talking","Residential Building/House","10039","2949 8 AVENUE","8 AVENUE","MACOMBS DAM BRDG PEDESTRIAN PATH","HARLEM RIVER DRIVE","MACOMBS DAM BRDG PEDESTRIAN PATH","HARLEM RIVER DRIVE","ADDRESS","NEW YORK","8 AVENUE",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-10-13T01:49:35.000","10 MANHATTAN","1021060003","MANHATTAN","1001771","241670","PHONE","Unspecified","MANHATTAN",,,,,,,,"40.82998639205742","-73.93668790395482","
,  
(40.82998639205742, -73.93668790395482)"
"66461052","2025-10-13T00:26:14.000","2025-10-13T00:55:50.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11219","3901 NEW UTRECHT AVENUE","NEW UTRECHT AVENUE","39 STREET","40 STREET","39 STREET","40 STREET","ADDRESS","BROOKLYN","NEW UTRECHT AVENUE",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:55:57.000","12 BROOKLYN","3055830049","BROOKLYN","985783","174428","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.645441073496016","-73.99447582986821","
,  
(40.645441073496016, -73.99447582986821)"
"66459822","2025-10-13T00:26:13.000","2025-10-13T00:39:51.000","NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","11361","202-18 43 AVENUE","43 AVENUE","202 STREET","203 STREET","202 STREET","203 STREET","ADDRESS","BAYSIDE","43 AVENUE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2025-10-13T00:39:56.000","11 QUEENS","4062630007","QUEENS","1044867","215676","ONLINE","Unspecified","QUEENS",,,,,,,,"40.75844948589356","-73.78119563833094","
,  
(40.75844948589356, -73.78119563833094)"
"66461152","2025-10-13T00:26:12.000","2025-10-13T00:56:17.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:24.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460710","2025-10-13T00:26:03.000","2025-10-13T01:39:59.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11214","1919 82 STREET","82 STREET","19 AVENUE","20 AVENUE","19 AVENUE","20 AVENUE","ADDRESS","BROOKLYN","82 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T01:40:03.000","11 BROOKLYN","3062970070","BROOKLYN","984954","160733","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.60785128096797","-73.99746456226916","
,  
(40.60785128096797, -73.99746456226916)"
"66452932","2025-10-13T00:25:56.000","2025-10-13T00:56:36.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:47.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66453380","2025-10-13T00:25:17.000",,"DPR","Department of Parks and Recreation","Dead/Dying Tree","Planted More Than 2 Years Ago","Street","11417","107-26 79 STREET","79 STREET","PITKIN AVENUE","SUTTER AVENUE","PITKIN AVENUE","SUTTER AVENUE","ADDRESS","OZONE PARK","79 STREET",,"In Progress",,,,"10 QUEENS","4091370257","QUEENS","1023683","185722","PHONE","Unspecified","QUEENS",,,,,,,,"40.6763529169976","-73.85783714058779","
,  
(40.6763529169976, -73.85783714058779)"
"66454154","2025-10-13T00:24:48.000","2025-10-13T00:56:12.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:27.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460109","2025-10-13T00:24:28.000","2025-10-13T00:55:57.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:05.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66456425","2025-10-13T00:24:13.000","2025-10-13T01:04:09.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11420","115-05 111 AVENUE","111 AVENUE","115 STREET","116 STREET","115 STREET","116 STREET","ADDRESS","SOUTH OZONE PARK","111 AVENUE",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T01:04:13.000","10 QUEENS","4115960038","QUEENS","1032913","186920","MOBILE","Unspecified","QUEENS",,,,,,,,"40.67959522230083","-73.8245528069267","
,  
(40.67959522230083, -73.8245528069267)"
"66452642","2025-10-13T00:24:12.000","2025-10-13T01:43:07.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11417","105-50 90 STREET","90 STREET","LIBERTY AVENUE","107 AVENUE","LIBERTY AVENUE","107 AVENUE","ADDRESS","OZONE PARK","90 STREET",,"Closed",,"The Police Department responded and upon arrival those responsible for the condition were gone.","2025-10-13T01:43:13.000","10 QUEENS","4091540031","QUEENS","1026231","186942","ONLINE","Unspecified","QUEENS",,,,,,,,"40.67968981926723","-73.84864357313049","
,  
(40.67968981926723, -73.84864357313049)"
"66453871","2025-10-13T00:23:54.000","2025-10-13T00:48:32.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","11219","1018 39 STREET","39 STREET","10 AVENUE","FORT HAMILTON PARKWAY","10 AVENUE","FORT HAMILTON PARKWAY","ADDRESS","BROOKLYN","39 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T00:48:38.000","12 BROOKLYN","3055840007","BROOKLYN","986401","173980","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.64421128151514","-73.99224900785751","
,  
(40.64421128151514, -73.99224900785751)"
"66455764","2025-10-13T00:23:42.000",,"DOHMH","Department of Health and Mental Hygiene","Food Establishment","Food Worker Hygiene","Restaurant/Bar/Deli/Bakery","11214","9 BAY   22 STREET","BAY   22 STREET","86 STREET","BENSON AVENUE","86 STREET","BENSON AVENUE","ADDRESS","BROOKLYN","BAY   22 STREET",,"In Progress",,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.","2025-10-13T00:23:56.000","11 BROOKLYN","3063730046","BROOKLYN","984209","159715","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.60505710689374","-74.00014765425614","
,  
(40.60505710689374, -74.00014765425614)"
"66459274","2025-10-13T00:23:34.000",,"NYPD","New York City Police Department","Illegal Parking","Commercial Overnight Parking","Street/Sidewalk","11102","24-61 24 STREET","24 STREET","24 AVENUE","HOYT AVENUE NORTH","24 AVENUE","HOYT AVENUE NORTH","ADDRESS","ASTORIA","24 STREET",,"In Progress",,,,"01 QUEENS","4008630010","QUEENS","1006158","221469","PHONE","Unspecified","QUEENS",,,,,,,,"40.77453041530866","-73.92090141078322","
,  
(40.77453041530866, -73.92090141078322)"
"66456426","2025-10-13T00:23:24.000","2025-10-13T00:56:06.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:14.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460438","2025-10-13T00:23:12.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11356","13-14 125 STREET","125 STREET","13 AVENUE","14 AVENUE","13 AVENUE","14 AVENUE","ADDRESS","COLLEGE POINT","125 STREET",,"In Progress",,,"2025-10-13T01:57:06.000","07 QUEENS","4040000033","QUEENS","1027734","225819","MOBILE","Unspecified","QUEENS",,,,,,,,"40.786390187584374","-73.84297347548763","
,  
(40.786390187584374, -73.84297347548763)"
"66457673","2025-10-13T00:23:01.000","2025-10-13T00:56:17.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:23.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66453464","2025-10-13T00:22:28.000",,"NYPD","New York City Police Department","Noise - Street/Sidewalk","Loud Music/Party","Street/Sidewalk","11225","366 MONTGOMERY STREET","MONTGOMERY STREET","ROGERS AVENUE","DEARBORN COURT","ROGERS AVENUE","DEARBORN COURT","ADDRESS","BROOKLYN","MONTGOMERY STREET",,"In Progress",,,,"09 BROOKLYN","3013050021","BROOKLYN","997370","181735","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.6654876011971","-73.952707829366","
,  
(40.6654876011971, -73.952707829366)"
"66459283","2025-10-13T00:22:02.000",,"NYPD","New York City Police Department","Noise - Residential","Banging/Pounding","Residential Building/House","10467","3230 STEUBEN AVENUE","STEUBEN AVENUE","EAST MOSHOLU PARKWAY NORTH","EAST  208 STREET","EAST MOSHOLU PARKWAY NORTH","EAST  208 STREET","ADDRESS","BRONX","STEUBEN AVENUE",,"In Progress",,,"2025-10-13T02:37:48.000","07 BRONX","2033360059","BRONX","1016968","258974","ONLINE","Unspecified","BRONX",,,,,,,,"40.877437455188655","-73.8816891765261","
,  
(40.877437455188655, -73.8816891765261)"
"66454155","2025-10-13T00:21:59.000","2025-10-13T00:56:11.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:27.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460397","2025-10-13T00:21:43.000",,"NYPD","New York City Police Department","Blocked Driveway","Partial Access","Street/Sidewalk","11225","988 CARROLL STREET","CARROLL STREET","FRANKLIN AVENUE","BEDFORD AVENUE","FRANKLIN AVENUE","BEDFORD AVENUE","ADDRESS","BROOKLYN","CARROLL STREET",,"In Progress",,,,"09 BROOKLYN","3012870015","BROOKLYN","995858","182598","MOBILE","Unspecified","BROOKLYN",,,,,,,,"40.66785845545703","-73.95815647683216","
,  
(40.66785845545703, -73.95815647683216)"
"66452467","2025-10-13T00:21:39.000","2025-10-13T00:30:00.000","NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","11435","90-10 143 STREET","143 STREET","90 AVENUE","91 AVENUE","90 AVENUE","91 AVENUE","ADDRESS","JAMAICA","143 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T00:30:06.000","12 QUEENS","4099790011","QUEENS","1036511","194888","MOBILE","Unspecified","QUEENS",,,,,,,,"40.701444984893506","-73.81151898077803","
,  
(40.701444984893506, -73.81151898077803)"
"66458926","2025-10-13T00:21:34.000","2025-10-13T00:55:56.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:04.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66453433","2025-10-13T00:20:48.000",,"NYPD","New York City Police Department","Illegal Parking","Unauthorized Bus Layover","Street/Sidewalk","11236","227 CONKLIN AVENUE","CONKLIN AVENUE","ROCKAWAY PARKWAY","EAST   98 STREET","ROCKAWAY PARKWAY","EAST   98 STREET","ADDRESS","BROOKLYN","CONKLIN AVENUE",,"In Progress",,,"2025-10-13T02:23:04.000","18 BROOKLYN","3081850154","BROOKLYN","1011761","174152","ONLINE","Unspecified","BROOKLYN",,,,,,,,"40.644640916897465","-73.90086519613322","
,  
(40.644640916897465, -73.90086519613322)"
"66461084","2025-10-13T00:20:35.000","2025-10-13T00:56:24.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:33.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66461166","2025-10-13T00:20:32.000","2025-10-13T01:08:23.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11416","97-40 86 STREET","86 STREET","ROCKAWAY BOULEVARD","101 AVENUE","ROCKAWAY BOULEVARD","101 AVENUE","ADDRESS","OZONE PARK","86 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T01:08:27.000","09 QUEENS","4090570038","QUEENS","1024720","188121","MOBILE","Unspecified","QUEENS",,,,,,,,"40.6829329389754","-73.85408417428422","
,  
(40.6829329389754, -73.85408417428422)"
"66454220","2025-10-13T00:20:23.000","2025-10-13T01:08:54.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10452","1195 ANDERSON AVENUE","ANDERSON AVENUE","PEDESTRIAN PATH","SHAKESPEARE AVENUE","PEDESTRIAN PATH","SHAKESPEARE AVENUE","ADDRESS","BRONX","ANDERSON AVENUE",,"Closed",,"The Police Department responded to the complaint but officers were unable to gain entry into the premises.","2025-10-13T01:08:58.000","04 BRONX","2025100040","BRONX","1005405","244232","PHONE","Unspecified","BRONX",,,,,,,,"40.837010384574576","-73.92354837897109","
,  
(40.837010384574576, -73.92354837897109)"
"66453452","2025-10-13T00:20:22.000",,"NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10467","2250 WALLACE AVENUE","WALLACE AVENUE","PELHAM PARKWAY NORTH","ASTOR AVENUE","PELHAM PARKWAY NORTH","ASTOR AVENUE","ADDRESS","BRONX","WALLACE AVENUE",,"In Progress",,,"2025-10-13T02:44:58.000","11 BRONX","2043490001","BRONX","1021693","252185","MOBILE","Unspecified","BRONX",,,,,,,,"40.858784960258625","-73.86464117079309","
,  
(40.858784960258625, -73.86464117079309)"
"66458777","2025-10-13T00:20:06.000","2025-10-13T00:56:24.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:33.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66460884","2025-10-13T00:19:40.000","2025-10-13T01:41:54.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10466","638 EAST  223 STREET","EAST  223 STREET","CARPENTER AVENUE","WHITE PLAINS ROAD","CARPENTER AVENUE","WHITE PLAINS ROAD","ADDRESS","BRONX","EAST  223 STREET",,"Closed",,"The Police Department issued a summons in response to the complaint.","2025-10-13T01:41:58.000","12 BRONX","2048240058","BRONX","1022079","262467","ONLINE","Unspecified","BRONX",,,,,,,,"40.88700421323159","-73.863187705032","
,  
(40.88700421323159, -73.863187705032)"
"66459710","2025-10-13T00:19:27.000","2025-10-13T00:29:53.000","NYPD","New York City Police Department","Blocked Driveway","No Access","Street/Sidewalk","10467","757 WARING AVENUE","WARING AVENUE","HOLLAND AVENUE","WALLACE AVENUE","HOLLAND AVENUE","WALLACE AVENUE","ADDRESS","BRONX","WARING AVENUE",,"Closed",,"The Police Department responded to the complaint and determined that police action was not necessary.","2025-10-13T00:30:01.000","11 BRONX","2044320005","BRONX","1021534","253107","PHONE","Unspecified","BRONX",,,,,,,,"40.86131624292648","-73.86521083626299","
,  
(40.86131624292648, -73.86521083626299)"
"66455228","2025-10-13T00:19:10.000","2025-10-13T00:56:24.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:43.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66459923","2025-10-13T00:18:43.000","2025-10-13T00:36:04.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","11220","359 54 STREET","54 STREET","3 AVENUE","4 AVENUE","3 AVENUE","4 AVENUE","ADDRESS","BROOKLYN","54 STREET",,"Closed",,"The Police Department responded to the complaint and took action to fix the condition.","2025-10-13T00:36:11.000","07 BROOKLYN","3008140052","BROOKLYN","979884","174171","PHONE","Unspecified","BROOKLYN",,,,,,,,"40.644734720423536","-74.0157327277127","
,  
(40.644734720423536, -74.0157327277127)"
"66457715","2025-10-13T00:18:39.000","2025-10-13T00:55:56.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:03.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
"66456921","2025-10-13T00:18:11.000",,"NYPD","New York City Police Department","Illegal Parking","Double Parked Blocking Traffic","Street/Sidewalk","10032","83 ST NICHOLAS PLACE","ST NICHOLAS PLACE","WEST  153 STREET","EDGECOMBE AVENUE","WEST  153 STREET","EDGECOMBE AVENUE","ADDRESS","NEW YORK","ST NICHOLAS PLACE",,"In Progress",,,"2025-10-13T02:29:18.000","09 MANHATTAN","1020690011","MANHATTAN","1000674","241561","MOBILE","Unspecified","MANHATTAN","Car",,,,,,,"40.82968932642495","-73.94065217670709","
,  
(40.82968932642495, -73.94065217670709)"
"66456915","2025-10-13T00:18:09.000",,"NYPD","New York City Police Department","Illegal Parking","Blocked Hydrant","Street/Sidewalk","10010","117 EAST   26 STREET","EAST   26 STREET","PARK AVENUE SOUTH","LEXINGTON AVENUE","PARK AVENUE SOUTH","LEXINGTON AVENUE","ADDRESS","NEW YORK","EAST   26 STREET",,"In Progress",,,"2025-10-13T02:18:34.000","05 MANHATTAN","1008820013","MANHATTAN","988648","209515","MOBILE","Unspecified","MANHATTAN",,,,,,,,"40.74174579601936","-73.98412888581177","
,  
(40.74174579601936, -73.98412888581177)"
"66455297","2025-10-13T00:17:46.000","2025-10-13T00:56:16.000","NYPD","New York City Police Department","Noise - Residential","Loud Music/Party","Residential Building/House","10466","655 EAST  230 STREET","EAST  230 STREET","CARPENTER AVENUE","LOWERRE PLACE","CARPENTER AVENUE","LOWERRE PLACE","ADDRESS","BRONX","EAST  230 STREET",,"Closed",,"The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.","2025-10-13T00:56:23.000","12 BRONX","2048330028","BRONX","1022911","264242","MOBILE","Unspecified","BRONX",,,,,,,,"40.89187241649303","-73.86016845296459","
,  
(40.89187241649303, -73.86016845296459)"
